V1,V2,V3
-125.354921259843,47.983286908078,-638
-125.338188976378,47.983286908078,-482
-125.321456692913,47.983286908078,-417
-125.304724409449,47.983286908078,-371
-125.287992125984,47.983286908078,-326
-125.27125984252,47.983286908078,-195
-125.254527559055,47.983286908078,-173
-125.237795275591,47.983286908078,-172
-125.221062992126,47.983286908078,-166
-125.204330708661,47.983286908078,-164
-125.187598425197,47.983286908078,-162
-125.170866141732,47.983286908078,-158
-125.154133858268,47.983286908078,-152
-125.137401574803,47.983286908078,-147
-125.120669291339,47.983286908078,-141
-125.103937007874,47.983286908078,-134
-125.087204724409,47.983286908078,-129
-125.070472440945,47.983286908078,-125
-125.05374015748,47.983286908078,-121
-125.037007874016,47.983286908078,-118
-125.020275590551,47.983286908078,-115
-125.003543307087,47.983286908078,-112
-124.986811023622,47.983286908078,-109
-124.970078740157,47.983286908078,-103
-124.953346456693,47.983286908078,-99
-124.936614173228,47.983286908078,-93
-124.919881889764,47.983286908078,-86
-124.903149606299,47.983286908078,-81
-124.886417322835,47.983286908078,-79
-124.86968503937,47.983286908078,-74
-124.852952755906,47.983286908078,-64
-124.836220472441,47.983286908078,-59
-124.819488188976,47.983286908078,-52
-124.802755905512,47.983286908078,-42
-124.786023622047,47.983286908078,-36
-124.769291338583,47.983286908078,-34
-124.752559055118,47.983286908078,-31
-124.735826771654,47.983286908078,-31
-124.719094488189,47.983286908078,-30
-124.702362204724,47.983286908078,-27
-124.68562992126,47.983286908078,-10
-124.668897637795,47.983286908078,5
-124.652165354331,47.983286908078,119
-124.635433070866,47.983286908078,126
-124.618700787402,47.983286908078,119
-124.601968503937,47.983286908078,92
-124.585236220472,47.983286908078,68
-124.568503937008,47.983286908078,92
-124.551771653543,47.983286908078,49
-124.535039370079,47.983286908078,122
-124.518307086614,47.983286908078,102
-124.50157480315,47.983286908078,83
-124.484842519685,47.983286908078,109
-124.46811023622,47.983286908078,118
-124.451377952756,47.983286908078,97
-124.434645669291,47.983286908078,79
-124.417913385827,47.983286908078,96
-124.401181102362,47.983286908078,96
-124.384448818898,47.983286908078,96
-124.367716535433,47.983286908078,119
-124.350984251968,47.983286908078,142
-124.334251968504,47.983286908078,149
-124.317519685039,47.983286908078,148
-124.300787401575,47.983286908078,170
-124.28405511811,47.983286908078,204
-124.267322834646,47.983286908078,286
-124.250590551181,47.983286908078,266
-124.233858267717,47.983286908078,302
-124.217125984252,47.983286908078,387
-124.200393700787,47.983286908078,459
-124.183661417323,47.983286908078,487
-124.166929133858,47.983286908078,484
-124.150196850394,47.983286908078,535
-124.133464566929,47.983286908078,504
-124.116732283465,47.983286908078,590
-124.1,47.983286908078,743
-124.083267716535,47.983286908078,710
-124.066535433071,47.983286908078,657
-124.049803149606,47.983286908078,660
-124.033070866142,47.983286908078,594
-124.016338582677,47.983286908078,690
-123.999606299213,47.983286908078,907
-123.982874015748,47.983286908078,844
-123.966141732283,47.983286908078,749
-123.949409448819,47.983286908078,958
-123.932677165354,47.983286908078,750
-123.91594488189,47.983286908078,997
-123.899212598425,47.983286908078,806
-123.882480314961,47.983286908078,657
-123.865748031496,47.983286908078,624
-123.849015748031,47.983286908078,730
-123.832283464567,47.983286908078,1082
-123.815551181102,47.983286908078,1226
-123.798818897638,47.983286908078,1154
-123.782086614173,47.983286908078,1139
-123.765354330709,47.983286908078,1267
-123.748622047244,47.983286908078,1421
-123.73188976378,47.983286908078,1264
-123.715157480315,47.983286908078,999
-123.69842519685,47.983286908078,1068
-123.681692913386,47.983286908078,1100
-123.664960629921,47.983286908078,864
-123.648228346457,47.983286908078,1028
-123.631496062992,47.983286908078,748
-123.614763779528,47.983286908078,514
-123.598031496063,47.983286908078,354
-123.581299212598,47.983286908078,349
-123.564566929134,47.983286908078,566
-123.547834645669,47.983286908078,839
-123.531102362205,47.983286908078,1021
-123.51437007874,47.983286908078,1289
-123.497637795276,47.983286908078,1400
-123.480905511811,47.983286908078,1351
-123.464173228346,47.983286908078,1359
-123.447440944882,47.983286908078,1348
-123.430708661417,47.983286908078,1279
-123.413976377953,47.983286908078,1128
-123.397244094488,47.983286908078,1078
-123.380511811024,47.983286908078,1110
-123.363779527559,47.983286908078,842
-123.347047244094,47.983286908078,908
-123.33031496063,47.983286908078,825
-123.313582677165,47.983286908078,817
-123.296850393701,47.983286908078,942
-123.280118110236,47.983286908078,1159
-123.263385826772,47.983286908078,1479
-123.246653543307,47.983286908078,1285
-123.229921259843,47.983286908078,1025
-123.213188976378,47.983286908078,940
-123.196456692913,47.983286908078,851
-123.179724409449,47.983286908078,863
-123.162992125984,47.983286908078,864
-123.14625984252,47.983286908078,680
-123.129527559055,47.983286908078,510
-123.112795275591,47.983286908078,372
-123.096062992126,47.983286908078,478
-123.079330708661,47.983286908078,723
-123.062598425197,47.983286908078,863
-123.045866141732,47.983286908078,759
-123.029133858268,47.983286908078,656
-123.012401574803,47.983286908078,669
-122.995669291339,47.983286908078,567
-122.978937007874,47.983286908078,496
-122.962204724409,47.983286908078,361
-122.945472440945,47.983286908078,270
-122.92874015748,47.983286908078,339
-122.912007874016,47.983286908078,257
-122.895275590551,47.983286908078,164
-122.878543307087,47.983286908078,78
-122.861811023622,47.983286908078,196
-122.845078740157,47.983286908078,187
-122.828346456693,47.983286908078,176
-122.811614173228,47.983286908078,147
-122.794881889764,47.983286908078,117
-122.778149606299,47.983286908078,59
-122.761417322835,47.983286908078,111
-122.74468503937,47.983286908078,93
-122.727952755906,47.983286908078,127
-122.711220472441,47.983286908078,133
-122.694488188976,47.983286908078,31
-122.677755905512,47.983286908078,-2
-122.661023622047,47.983286908078,-59
-122.644291338583,47.983286908078,-66
-122.627559055118,47.983286908078,-65
-122.610826771654,47.983286908078,-67
-122.594094488189,47.983286908078,-102
-122.577362204724,47.983286908078,-112
-122.56062992126,47.983286908078,-90
-122.543897637795,47.983286908078,-17
-122.527165354331,47.983286908078,-7
-122.510433070866,47.983286908078,-14
-122.493700787402,47.983286908078,-79
-122.476968503937,47.983286908078,-66
-122.460236220472,47.983286908078,-7
-122.443503937008,47.983286908078,1
-122.426771653543,47.983286908078,40
-122.410039370079,47.983286908078,91
-122.393307086614,47.983286908078,134
-122.37657480315,47.983286908078,132
-122.359842519685,47.983286908078,98
-122.34311023622,47.983286908078,-7
-122.326377952756,47.983286908078,-170
-122.309645669291,47.983286908078,-164
-122.292913385827,47.983286908078,-152
-122.276181102362,47.983286908078,-133
-122.259448818898,47.983286908078,-100
-122.242716535433,47.983286908078,-80
-122.225984251968,47.983286908078,-4
-122.209251968504,47.983286908078,76
-122.192519685039,47.983286908078,29
-122.175787401575,47.983286908078,1
-122.15905511811,47.983286908078,-1
-122.142322834646,47.983286908078,-1
-122.125590551181,47.983286908078,18
-122.108858267717,47.983286908078,69
-122.092125984252,47.983286908078,105
-122.075393700787,47.983286908078,89
-122.058661417323,47.983286908078,48
-122.041929133858,47.983286908078,93
-122.025196850394,47.983286908078,109
-122.008464566929,47.983286908078,137
-121.991732283465,47.983286908078,168
-121.975,47.983286908078,144
-126.225,47.966573816156,-1848
-126.208267716535,47.966573816156,-1847
-126.191535433071,47.966573816156,-1843
-126.174803149606,47.966573816156,-1823
-126.158070866142,47.966573816156,-1802
-126.141338582677,47.966573816156,-1784
-126.124606299213,47.966573816156,-1734
-126.107874015748,47.966573816156,-1644
-126.091141732283,47.966573816156,-1596
-126.074409448819,47.966573816156,-1590
-126.057677165354,47.966573816156,-1591
-126.04094488189,47.966573816156,-1592
-126.024212598425,47.966573816156,-1590
-126.007480314961,47.966573816156,-1584
-125.990748031496,47.966573816156,-1571
-125.974015748031,47.966573816156,-1568
-125.957283464567,47.966573816156,-1559
-125.940551181102,47.966573816156,-1540
-125.923818897638,47.966573816156,-1535
-125.907086614173,47.966573816156,-1530
-125.890354330709,47.966573816156,-1526
-125.873622047244,47.966573816156,-1483
-125.85688976378,47.966573816156,-1446
-125.840157480315,47.966573816156,-1408
-125.82342519685,47.966573816156,-1382
-125.806692913386,47.966573816156,-1332
-125.789960629921,47.966573816156,-1110
-125.773228346457,47.966573816156,-956
-125.756496062992,47.966573816156,-838
-125.739763779528,47.966573816156,-794
-125.723031496063,47.966573816156,-738
-125.706299212598,47.966573816156,-687
-125.689566929134,47.966573816156,-645
-125.672834645669,47.966573816156,-601
-125.656102362205,47.966573816156,-543
-125.63937007874,47.966573816156,-484
-125.622637795276,47.966573816156,-327
-125.605905511811,47.966573816156,-269
-125.589173228346,47.966573816156,-227
-125.572440944882,47.966573816156,-222
-125.555708661417,47.966573816156,-221
-125.538976377953,47.966573816156,-214
-125.522244094488,47.966573816156,-205
-125.505511811024,47.966573816156,-205
-125.488779527559,47.966573816156,-214
-125.472047244094,47.966573816156,-273
-125.45531496063,47.966573816156,-365
-125.438582677165,47.966573816156,-565
-125.421850393701,47.966573816156,-631
-125.405118110236,47.966573816156,-721
-125.388385826772,47.966573816156,-737
-125.371653543307,47.966573816156,-736
-125.354921259843,47.966573816156,-634
-125.338188976378,47.966573816156,-565
-125.321456692913,47.966573816156,-488
-125.304724409449,47.966573816156,-426
-125.287992125984,47.966573816156,-367
-125.27125984252,47.966573816156,-269
-125.254527559055,47.966573816156,-194
-125.237795275591,47.966573816156,-176
-125.221062992126,47.966573816156,-174
-125.204330708661,47.966573816156,-168
-125.187598425197,47.966573816156,-167
-125.170866141732,47.966573816156,-164
-125.154133858268,47.966573816156,-157
-125.137401574803,47.966573816156,-152
-125.120669291339,47.966573816156,-142
-125.103937007874,47.966573816156,-137
-125.087204724409,47.966573816156,-131
-125.070472440945,47.966573816156,-126
-125.05374015748,47.966573816156,-122
-125.037007874016,47.966573816156,-118
-125.020275590551,47.966573816156,-116
-125.003543307087,47.966573816156,-112
-124.986811023622,47.966573816156,-110
-124.970078740157,47.966573816156,-105
-124.953346456693,47.966573816156,-101
-124.936614173228,47.966573816156,-95
-124.919881889764,47.966573816156,-88
-124.903149606299,47.966573816156,-82
-124.886417322835,47.966573816156,-81
-124.86968503937,47.966573816156,-79
-124.852952755906,47.966573816156,-64
-124.836220472441,47.966573816156,-62
-124.819488188976,47.966573816156,-57
-124.802755905512,47.966573816156,-46
-124.786023622047,47.966573816156,-39
-124.769291338583,47.966573816156,-35
-124.752559055118,47.966573816156,-32
-124.735826771654,47.966573816156,-30
-124.719094488189,47.966573816156,-29
-124.702362204724,47.966573816156,-29
-124.68562992126,47.966573816156,-24
-124.668897637795,47.966573816156,-4
-124.652165354331,47.966573816156,79
-124.635433070866,47.966573816156,97
-124.618700787402,47.966573816156,91
-124.601968503937,47.966573816156,69
-124.585236220472,47.966573816156,37
-124.568503937008,47.966573816156,45
-124.551771653543,47.966573816156,55
-124.535039370079,47.966573816156,59
-124.518307086614,47.966573816156,65
-124.50157480315,47.966573816156,77
-124.484842519685,47.966573816156,78
-124.46811023622,47.966573816156,68
-124.451377952756,47.966573816156,77
-124.434645669291,47.966573816156,68
-124.417913385827,47.966573816156,82
-124.401181102362,47.966573816156,92
-124.384448818898,47.966573816156,95
-124.367716535433,47.966573816156,128
-124.350984251968,47.966573816156,215
-124.334251968504,47.966573816156,240
-124.317519685039,47.966573816156,222
-124.300787401575,47.966573816156,266
-124.28405511811,47.966573816156,362
-124.267322834646,47.966573816156,362
-124.250590551181,47.966573816156,222
-124.233858267717,47.966573816156,211
-124.217125984252,47.966573816156,279
-124.200393700787,47.966573816156,318
-124.183661417323,47.966573816156,296
-124.166929133858,47.966573816156,325
-124.150196850394,47.966573816156,320
-124.133464566929,47.966573816156,439
-124.116732283465,47.966573816156,496
-124.1,47.966573816156,496
-124.083267716535,47.966573816156,488
-124.066535433071,47.966573816156,593
-124.049803149606,47.966573816156,627
-124.033070866142,47.966573816156,816
-124.016338582677,47.966573816156,764
-123.999606299213,47.966573816156,893
-123.982874015748,47.966573816156,905
-123.966141732283,47.966573816156,960
-123.949409448819,47.966573816156,912
-123.932677165354,47.966573816156,931
-123.91594488189,47.966573816156,1050
-123.899212598425,47.966573816156,997
-123.882480314961,47.966573816156,927
-123.865748031496,47.966573816156,981
-123.849015748031,47.966573816156,791
-123.832283464567,47.966573816156,771
-123.815551181102,47.966573816156,806
-123.798818897638,47.966573816156,874
-123.782086614173,47.966573816156,1072
-123.765354330709,47.966573816156,1362
-123.748622047244,47.966573816156,1477
-123.73188976378,47.966573816156,1599
-123.715157480315,47.966573816156,1285
-123.69842519685,47.966573816156,1353
-123.681692913386,47.966573816156,1267
-123.664960629921,47.966573816156,1354
-123.648228346457,47.966573816156,917
-123.631496062992,47.966573816156,749
-123.614763779528,47.966573816156,939
-123.598031496063,47.966573816156,687
-123.581299212598,47.966573816156,463
-123.564566929134,47.966573816156,351
-123.547834645669,47.966573816156,388
-123.531102362205,47.966573816156,540
-123.51437007874,47.966573816156,803
-123.497637795276,47.966573816156,848
-123.480905511811,47.966573816156,757
-123.464173228346,47.966573816156,943
-123.447440944882,47.966573816156,1234
-123.430708661417,47.966573816156,1509
-123.413976377953,47.966573816156,1440
-123.397244094488,47.966573816156,1514
-123.380511811024,47.966573816156,1204
-123.363779527559,47.966573816156,1115
-123.347047244094,47.966573816156,1356
-123.33031496063,47.966573816156,1366
-123.313582677165,47.966573816156,1268
-123.296850393701,47.966573816156,1230
-123.280118110236,47.966573816156,1315
-123.263385826772,47.966573816156,1504
-123.246653543307,47.966573816156,1526
-123.229921259843,47.966573816156,1332
-123.213188976378,47.966573816156,1161
-123.196456692913,47.966573816156,912
-123.179724409449,47.966573816156,737
-123.162992125984,47.966573816156,689
-123.14625984252,47.966573816156,574
-123.129527559055,47.966573816156,566
-123.112795275591,47.966573816156,662
-123.096062992126,47.966573816156,515
-123.079330708661,47.966573816156,665
-123.062598425197,47.966573816156,755
-123.045866141732,47.966573816156,886
-123.029133858268,47.966573816156,830
-123.012401574803,47.966573816156,780
-122.995669291339,47.966573816156,749
-122.978937007874,47.966573816156,639
-122.962204724409,47.966573816156,577
-122.945472440945,47.966573816156,401
-122.92874015748,47.966573816156,431
-122.912007874016,47.966573816156,495
-122.895275590551,47.966573816156,325
-122.878543307087,47.966573816156,91
-122.861811023622,47.966573816156,186
-122.845078740157,47.966573816156,179
-122.828346456693,47.966573816156,155
-122.811614173228,47.966573816156,141
-122.794881889764,47.966573816156,67
-122.778149606299,47.966573816156,79
-122.761417322835,47.966573816156,129
-122.74468503937,47.966573816156,104
-122.727952755906,47.966573816156,95
-122.711220472441,47.966573816156,143
-122.694488188976,47.966573816156,99
-122.677755905512,47.966573816156,-1
-122.661023622047,47.966573816156,-21
-122.644291338583,47.966573816156,-59
-122.627559055118,47.966573816156,-78
-122.610826771654,47.966573816156,-29
-122.594094488189,47.966573816156,-24
-122.577362204724,47.966573816156,-107
-122.56062992126,47.966573816156,-103
-122.543897637795,47.966573816156,-115
-122.527165354331,47.966573816156,-114
-122.510433070866,47.966573816156,-99
-122.493700787402,47.966573816156,-87
-122.476968503937,47.966573816156,-78
-122.460236220472,47.966573816156,-56
-122.443503937008,47.966573816156,-4
-122.426771653543,47.966573816156,11
-122.410039370079,47.966573816156,85
-122.393307086614,47.966573816156,96
-122.37657480315,47.966573816156,131
-122.359842519685,47.966573816156,125
-122.34311023622,47.966573816156,-46
-122.326377952756,47.966573816156,-178
-122.309645669291,47.966573816156,-177
-122.292913385827,47.966573816156,-27
-122.276181102362,47.966573816156,3
-122.259448818898,47.966573816156,55
-122.242716535433,47.966573816156,81
-122.225984251968,47.966573816156,112
-122.209251968504,47.966573816156,113
-122.192519685039,47.966573816156,61
-122.175787401575,47.966573816156,2
-122.15905511811,47.966573816156,-1
-122.142322834646,47.966573816156,6
-122.125590551181,47.966573816156,38
-122.108858267717,47.966573816156,61
-122.092125984252,47.966573816156,90
-122.075393700787,47.966573816156,62
-122.058661417323,47.966573816156,41
-122.041929133858,47.966573816156,91
-122.025196850394,47.966573816156,128
-122.008464566929,47.966573816156,150
-121.991732283465,47.966573816156,177
-121.975,47.966573816156,175
-126.225,47.949860724234,-1803
-126.208267716535,47.949860724234,-1805
-126.191535433071,47.949860724234,-1803
-126.174803149606,47.949860724234,-1801
-126.158070866142,47.949860724234,-1798
-126.141338582677,47.949860724234,-1792
-126.124606299213,47.949860724234,-1758
-126.107874015748,47.949860724234,-1683
-126.091141732283,47.949860724234,-1638
-126.074409448819,47.949860724234,-1621
-126.057677165354,47.949860724234,-1614
-126.04094488189,47.949860724234,-1610
-126.024212598425,47.949860724234,-1603
-126.007480314961,47.949860724234,-1593
-125.990748031496,47.949860724234,-1581
-125.974015748031,47.949860724234,-1572
-125.957283464567,47.949860724234,-1555
-125.940551181102,47.949860724234,-1547
-125.923818897638,47.949860724234,-1547
-125.907086614173,47.949860724234,-1535
-125.890354330709,47.949860724234,-1530
-125.873622047244,47.949860724234,-1501
-125.85688976378,47.949860724234,-1443
-125.840157480315,47.949860724234,-1435
-125.82342519685,47.949860724234,-1418
-125.806692913386,47.949860724234,-1408
-125.789960629921,47.949860724234,-1328
-125.773228346457,47.949860724234,-1185
-125.756496062992,47.949860724234,-905
-125.739763779528,47.949860724234,-723
-125.723031496063,47.949860724234,-670
-125.706299212598,47.949860724234,-638
-125.689566929134,47.949860724234,-613
-125.672834645669,47.949860724234,-588
-125.656102362205,47.949860724234,-555
-125.63937007874,47.949860724234,-490
-125.622637795276,47.949860724234,-359
-125.605905511811,47.949860724234,-283
-125.589173228346,47.949860724234,-232
-125.572440944882,47.949860724234,-227
-125.555708661417,47.949860724234,-238
-125.538976377953,47.949860724234,-286
-125.522244094488,47.949860724234,-365
-125.505511811024,47.949860724234,-389
-125.488779527559,47.949860724234,-380
-125.472047244094,47.949860724234,-492
-125.45531496063,47.949860724234,-678
-125.438582677165,47.949860724234,-766
-125.421850393701,47.949860724234,-802
-125.405118110236,47.949860724234,-802
-125.388385826772,47.949860724234,-749
-125.371653543307,47.949860724234,-714
-125.354921259843,47.949860724234,-626
-125.338188976378,47.949860724234,-558
-125.321456692913,47.949860724234,-479
-125.304724409449,47.949860724234,-412
-125.287992125984,47.949860724234,-366
-125.27125984252,47.949860724234,-310
-125.254527559055,47.949860724234,-242
-125.237795275591,47.949860724234,-192
-125.221062992126,47.949860724234,-177
-125.204330708661,47.949860724234,-173
-125.187598425197,47.949860724234,-168
-125.170866141732,47.949860724234,-166
-125.154133858268,47.949860724234,-161
-125.137401574803,47.949860724234,-153
-125.120669291339,47.949860724234,-149
-125.103937007874,47.949860724234,-138
-125.087204724409,47.949860724234,-132
-125.070472440945,47.949860724234,-127
-125.05374015748,47.949860724234,-122
-125.037007874016,47.949860724234,-120
-125.020275590551,47.949860724234,-116
-125.003543307087,47.949860724234,-113
-124.986811023622,47.949860724234,-110
-124.970078740157,47.949860724234,-107
-124.953346456693,47.949860724234,-102
-124.936614173228,47.949860724234,-96
-124.919881889764,47.949860724234,-90
-124.903149606299,47.949860724234,-84
-124.886417322835,47.949860724234,-82
-124.86968503937,47.949860724234,-75
-124.852952755906,47.949860724234,-65
-124.836220472441,47.949860724234,-65
-124.819488188976,47.949860724234,-59
-124.802755905512,47.949860724234,-54
-124.786023622047,47.949860724234,-43
-124.769291338583,47.949860724234,-38
-124.752559055118,47.949860724234,-34
-124.735826771654,47.949860724234,-29
-124.719094488189,47.949860724234,-29
-124.702362204724,47.949860724234,-29
-124.68562992126,47.949860724234,-26
-124.668897637795,47.949860724234,-20
-124.652165354331,47.949860724234,-2
-124.635433070866,47.949860724234,87
-124.618700787402,47.949860724234,41
-124.601968503937,47.949860724234,33
