V1,V2,V3
-123.69842519685,44.0446927374302,269
-123.681692913386,44.0446927374302,166
-123.664960629921,44.0446927374302,235
-123.648228346457,44.0446927374302,315
-123.631496062992,44.0446927374302,346
-123.614763779528,44.0446927374302,246
-123.598031496063,44.0446927374302,209
-123.581299212598,44.0446927374302,181
-123.564566929134,44.0446927374302,206
-123.547834645669,44.0446927374302,200
-123.531102362205,44.0446927374302,221
-123.51437007874,44.0446927374302,259
-123.497637795276,44.0446927374302,266
-123.480905511811,44.0446927374302,302
-123.464173228346,44.0446927374302,226
-123.447440944882,44.0446927374302,313
-123.430708661417,44.0446927374302,342
-123.413976377953,44.0446927374302,284
-123.397244094488,44.0446927374302,271
-123.380511811024,44.0446927374302,214
-123.363779527559,44.0446927374302,184
-123.347047244094,44.0446927374302,137
-123.33031496063,44.0446927374302,130
-123.313582677165,44.0446927374302,124
-123.296850393701,44.0446927374302,124
-123.280118110236,44.0446927374302,138
-123.263385826772,44.0446927374302,137
-123.246653543307,44.0446927374302,119
-123.229921259843,44.0446927374302,134
-123.213188976378,44.0446927374302,178
-123.196456692913,44.0446927374302,208
-123.179724409449,44.0446927374302,147
-123.162992125984,44.0446927374302,136
-123.14625984252,44.0446927374302,161
-123.129527559055,44.0446927374302,189
-123.112795275591,44.0446927374302,149
-123.096062992126,44.0446927374302,149
-123.079330708661,44.0446927374302,136
-123.062598425197,44.0446927374302,178
-123.045866141732,44.0446927374302,182
-123.029133858268,44.0446927374302,170
-123.012401574803,44.0446927374302,168
-122.995669291339,44.0446927374302,181
-122.978937007874,44.0446927374302,145
-122.962204724409,44.0446927374302,149
-122.945472440945,44.0446927374302,153
-122.92874015748,44.0446927374302,163
-122.912007874016,44.0446927374302,240
-122.895275590551,44.0446927374302,333
-122.878543307087,44.0446927374302,432
-122.861811023622,44.0446927374302,489
-122.845078740157,44.0446927374302,422
-122.828346456693,44.0446927374302,372
-122.811614173228,44.0446927374302,435
-122.794881889764,44.0446927374302,516
-122.778149606299,44.0446927374302,554
-122.761417322835,44.0446927374302,595
-122.74468503937,44.0446927374302,699
-122.727952755906,44.0446927374302,772
-122.711220472441,44.0446927374302,694
-122.694488188976,44.0446927374302,708
-122.677755905512,44.0446927374302,714
-122.661023622047,44.0446927374302,605
-122.644291338583,44.0446927374302,573
-122.627559055118,44.0446927374302,699
-122.610826771654,44.0446927374302,715
-122.594094488189,44.0446927374302,558
-122.577362204724,44.0446927374302,529
-122.56062992126,44.0446927374302,605
-122.543897637795,44.0446927374302,758
-122.527165354331,44.0446927374302,921
-122.510433070866,44.0446927374302,962
-122.493700787402,44.0446927374302,954
-122.476968503937,44.0446927374302,1006
-122.460236220472,44.0446927374302,834
-122.443503937008,44.0446927374302,925
-122.426771653543,44.0446927374302,803
-122.410039370079,44.0446927374302,733
-122.393307086614,44.0446927374302,808
-122.37657480315,44.0446927374302,979
-122.359842519685,44.0446927374302,916
-122.34311023622,44.0446927374302,955
-122.326377952756,44.0446927374302,891
-122.309645669291,44.0446927374302,846
-122.292913385827,44.0446927374302,927
-122.276181102362,44.0446927374302,1206
-122.259448818898,44.0446927374302,1327
-122.242716535433,44.0446927374302,1180
-122.225984251968,44.0446927374302,972
-122.209251968504,44.0446927374302,759
-122.192519685039,44.0446927374302,670
-122.175787401575,44.0446927374302,791
-122.15905511811,44.0446927374302,950
-122.142322834646,44.0446927374302,1074
-122.125590551181,44.0446927374302,1208
-122.108858267717,44.0446927374302,1089
-122.092125984252,44.0446927374302,1093
-122.075393700787,44.0446927374302,1248
-122.058661417323,44.0446927374302,1569
-122.041929133858,44.0446927374302,1497
-122.025196850394,44.0446927374302,1467
-122.008464566929,44.0446927374302,1326
-121.991732283465,44.0446927374302,1154
-121.975,44.0446927374302,1285
-126.225,44.0279329608939,-2984
-126.208267716535,44.0279329608939,-2988
-126.191535433071,44.0279329608939,-2992
-126.174803149606,44.0279329608939,-2995
-126.158070866142,44.0279329608939,-2999
-126.141338582677,44.0279329608939,-3002
-126.124606299213,44.0279329608939,-2998
-126.107874015748,44.0279329608939,-2995
-126.091141732283,44.0279329608939,-2994
-126.074409448819,44.0279329608939,-2992
-126.057677165354,44.0279329608939,-2992
-126.04094488189,44.0279329608939,-2991
-126.024212598425,44.0279329608939,-2991
-126.007480314961,44.0279329608939,-2990
-125.990748031496,44.0279329608939,-2991
-125.974015748031,44.0279329608939,-2995
-125.957283464567,44.0279329608939,-2997
-125.940551181102,44.0279329608939,-2995
-125.923818897638,44.0279329608939,-2997
-125.907086614173,44.0279329608939,-2996
-125.890354330709,44.0279329608939,-2996
-125.873622047244,44.0279329608939,-2998
-125.85688976378,44.0279329608939,-3000
-125.840157480315,44.0279329608939,-3001
-125.82342519685,44.0279329608939,-3005
-125.806692913386,44.0279329608939,-3008
-125.789960629921,44.0279329608939,-3012
-125.773228346457,44.0279329608939,-3018
-125.756496062992,44.0279329608939,-3019
-125.739763779528,44.0279329608939,-3020
-125.723031496063,44.0279329608939,-3024
-125.706299212598,44.0279329608939,-3037
-125.689566929134,44.0279329608939,-3039
-125.672834645669,44.0279329608939,-3040
-125.656102362205,44.0279329608939,-3022
-125.63937007874,44.0279329608939,-3024
-125.622637795276,44.0279329608939,-3026
-125.605905511811,44.0279329608939,-3026
-125.589173228346,44.0279329608939,-3028
-125.572440944882,44.0279329608939,-3031
-125.555708661417,44.0279329608939,-3033
-125.538976377953,44.0279329608939,-3029
-125.522244094488,44.0279329608939,-3028
-125.505511811024,44.0279329608939,-3027
-125.488779527559,44.0279329608939,-3025
-125.472047244094,44.0279329608939,-3023
-125.45531496063,44.0279329608939,-3006
-125.438582677165,44.0279329608939,-2976
-125.421850393701,44.0279329608939,-3009
-125.405118110236,44.0279329608939,-2994
-125.388385826772,44.0279329608939,-2895
-125.371653543307,44.0279329608939,-2927
-125.354921259843,44.0279329608939,-2965
-125.338188976378,44.0279329608939,-2965
-125.321456692913,44.0279329608939,-2928
-125.304724409449,44.0279329608939,-2719
-125.287992125984,44.0279329608939,-2449
-125.27125984252,44.0279329608939,-2307
-125.254527559055,44.0279329608939,-2045
-125.237795275591,44.0279329608939,-1918
-125.221062992126,44.0279329608939,-1895
-125.204330708661,44.0279329608939,-1793
-125.187598425197,44.0279329608939,-1762
-125.170866141732,44.0279329608939,-1679
-125.154133858268,44.0279329608939,-1507
-125.137401574803,44.0279329608939,-1436
-125.120669291339,44.0279329608939,-1384
-125.103937007874,44.0279329608939,-1375
-125.087204724409,44.0279329608939,-1375
-125.070472440945,44.0279329608939,-1371
-125.05374015748,44.0279329608939,-1318
-125.037007874016,44.0279329608939,-1194
-125.020275590551,44.0279329608939,-1094
-125.003543307087,44.0279329608939,-1010
-124.986811023622,44.0279329608939,-731
-124.970078740157,44.0279329608939,-579
-124.953346456693,44.0279329608939,-282
-124.936614173228,44.0279329608939,-214
-124.919881889764,44.0279329608939,-148
-124.903149606299,44.0279329608939,-121
-124.886417322835,44.0279329608939,-103
-124.86968503937,44.0279329608939,-79
-124.852952755906,44.0279329608939,-86
-124.836220472441,44.0279329608939,-100
-124.819488188976,44.0279329608939,-101
-124.802755905512,44.0279329608939,-107
-124.786023622047,44.0279329608939,-117
-124.769291338583,44.0279329608939,-124
-124.752559055118,44.0279329608939,-121
-124.735826771654,44.0279329608939,-114
-124.719094488189,44.0279329608939,-116
-124.702362204724,44.0279329608939,-119
-124.68562992126,44.0279329608939,-131
-124.668897637795,44.0279329608939,-133
-124.652165354331,44.0279329608939,-139
-124.635433070866,44.0279329608939,-142
-124.618700787402,44.0279329608939,-144
-124.601968503937,44.0279329608939,-146
-124.585236220472,44.0279329608939,-146
-124.568503937008,44.0279329608939,-143
-124.551771653543,44.0279329608939,-142
-124.535039370079,44.0279329608939,-138
-124.518307086614,44.0279329608939,-136
-124.50157480315,44.0279329608939,-133
-124.484842519685,44.0279329608939,-127
-124.46811023622,44.0279329608939,-125
-124.451377952756,44.0279329608939,-123
-124.434645669291,44.0279329608939,-121
-124.417913385827,44.0279329608939,-120
-124.401181102362,44.0279329608939,-117
-124.384448818898,44.0279329608939,-115
-124.367716535433,44.0279329608939,-110
-124.350984251968,44.0279329608939,-106
-124.334251968504,44.0279329608939,-102
-124.317519685039,44.0279329608939,-96
-124.300787401575,44.0279329608939,-89
-124.28405511811,44.0279329608939,-82
-124.267322834646,44.0279329608939,-80
-124.250590551181,44.0279329608939,-73
-124.233858267717,44.0279329608939,-65
-124.217125984252,44.0279329608939,-57
-124.200393700787,44.0279329608939,-52
-124.183661417323,44.0279329608939,-43
-124.166929133858,44.0279329608939,-32
-124.150196850394,44.0279329608939,-9
-124.133464566929,44.0279329608939,0
-124.116732283465,44.0279329608939,27
-124.1,44.0279329608939,34
-124.083267716535,44.0279329608939,43
-124.066535433071,44.0279329608939,57
-124.049803149606,44.0279329608939,46
-124.033070866142,44.0279329608939,70
-124.016338582677,44.0279329608939,153
-123.999606299213,44.0279329608939,112
-123.982874015748,44.0279329608939,72
-123.966141732283,44.0279329608939,97
-123.949409448819,44.0279329608939,81
-123.932677165354,44.0279329608939,91
-123.91594488189,44.0279329608939,78
-123.899212598425,44.0279329608939,101
-123.882480314961,44.0279329608939,115
-123.865748031496,44.0279329608939,75
-123.849015748031,44.0279329608939,85
-123.832283464567,44.0279329608939,170
-123.815551181102,44.0279329608939,192
-123.798818897638,44.0279329608939,193
-123.782086614173,44.0279329608939,165
-123.765354330709,44.0279329608939,275
-123.748622047244,44.0279329608939,265
-123.73188976378,44.0279329608939,244
-123.715157480315,44.0279329608939,205
-123.69842519685,44.0279329608939,159
-123.681692913386,44.0279329608939,203
-123.664960629921,44.0279329608939,226
-123.648228346457,44.0279329608939,333
-123.631496062992,44.0279329608939,330
-123.614763779528,44.0279329608939,225
-123.598031496063,44.0279329608939,196
-123.581299212598,44.0279329608939,263
-123.564566929134,44.0279329608939,284
-123.547834645669,44.0279329608939,341
-123.531102362205,44.0279329608939,305
-123.51437007874,44.0279329608939,249
-123.497637795276,44.0279329608939,267
-123.480905511811,44.0279329608939,214
-123.464173228346,44.0279329608939,256
-123.447440944882,44.0279329608939,247
-123.430708661417,44.0279329608939,192
-123.413976377953,44.0279329608939,207
-123.397244094488,44.0279329608939,183
-123.380511811024,44.0279329608939,233
-123.363779527559,44.0279329608939,250
-123.347047244094,44.0279329608939,170
-123.33031496063,44.0279329608939,178
-123.313582677165,44.0279329608939,138
-123.296850393701,44.0279329608939,153
-123.280118110236,44.0279329608939,182
-123.263385826772,44.0279329608939,166
-123.246653543307,44.0279329608939,149
-123.229921259843,44.0279329608939,144
-123.213188976378,44.0279329608939,179
-123.196456692913,44.0279329608939,203
-123.179724409449,44.0279329608939,233
-123.162992125984,44.0279329608939,211
-123.14625984252,44.0279329608939,267
-123.129527559055,44.0279329608939,250
-123.112795275591,44.0279329608939,254
-123.096062992126,44.0279329608939,217
-123.079330708661,44.0279329608939,151
-123.062598425197,44.0279329608939,228
-123.045866141732,44.0279329608939,219
-123.029133858268,44.0279329608939,179
-123.012401574803,44.0279329608939,142
-122.995669291339,44.0279329608939,140
-122.978937007874,44.0279329608939,170
-122.962204724409,44.0279329608939,258
-122.945472440945,44.0279329608939,190
-122.92874015748,44.0279329608939,158
-122.912007874016,44.0279329608939,178
-122.895275590551,44.0279329608939,247
-122.878543307087,44.0279329608939,359
-122.861811023622,44.0279329608939,416
-122.845078740157,44.0279329608939,425
-122.828346456693,44.0279329608939,465
-122.811614173228,44.0279329608939,526
-122.794881889764,44.0279329608939,553
-122.778149606299,44.0279329608939,546
-122.761417322835,44.0279329608939,518
-122.74468503937,44.0279329608939,605
-122.727952755906,44.0279329608939,646
-122.711220472441,44.0279329608939,597
-122.694488188976,44.0279329608939,518
-122.677755905512,44.0279329608939,607
-122.661023622047,44.0279329608939,552
-122.644291338583,44.0279329608939,453
-122.627559055118,44.0279329608939,535
-122.610826771654,44.0279329608939,516
-122.594094488189,44.0279329608939,592
-122.577362204724,44.0279329608939,681
-122.56062992126,44.0279329608939,767
-122.543897637795,44.0279329608939,898
-122.527165354331,44.0279329608939,865
-122.510433070866,44.0279329608939,729
-122.493700787402,44.0279329608939,684
-122.476968503937,44.0279329608939,919
-122.460236220472,44.0279329608939,844
-122.443503937008,44.0279329608939,634
-122.426771653543,44.0279329608939,642
-122.410039370079,44.0279329608939,786
-122.393307086614,44.0279329608939,961
-122.37657480315,44.0279329608939,889
-122.359842519685,44.0279329608939,823
-122.34311023622,44.0279329608939,975
-122.326377952756,44.0279329608939,1102
-122.309645669291,44.0279329608939,1010
-122.292913385827,44.0279329608939,917
-122.276181102362,44.0279329608939,1081
-122.259448818898,44.0279329608939,1422
-122.242716535433,44.0279329608939,1305
-122.225984251968,44.0279329608939,1026
-122.209251968504,44.0279329608939,925
-122.192519685039,44.0279329608939,989
-122.175787401575,44.0279329608939,746
-122.15905511811,44.0279329608939,804
-122.142322834646,44.0279329608939,982
-122.125590551181,44.0279329608939,1160
-122.108858267717,44.0279329608939,1390
-122.092125984252,44.0279329608939,1248
-122.075393700787,44.0279329608939,1176
-122.058661417323,44.0279329608939,1355
-122.041929133858,44.0279329608939,1476
-122.025196850394,44.0279329608939,1466
-122.008464566929,44.0279329608939,1440
-121.991732283465,44.0279329608939,1376
-121.975,44.0279329608939,1316
-126.225,44.0111731843575,-2983
-126.208267716535,44.0111731843575,-2988
-126.191535433071,44.0111731843575,-2994
-126.174803149606,44.0111731843575,-2998
-126.158070866142,44.0111731843575,-3003
-126.141338582677,44.0111731843575,-3002
-126.124606299213,44.0111731843575,-2997
-126.107874015748,44.0111731843575,-2993
-126.091141732283,44.0111731843575,-2992
-126.074409448819,44.0111731843575,-2991
-126.057677165354,44.0111731843575,-2992
-126.04094488189,44.0111731843575,-2992
-126.024212598425,44.0111731843575,-2993
-126.007480314961,44.0111731843575,-2994
-125.990748031496,44.0111731843575,-2995
-125.974015748031,44.0111731843575,-2996
-125.957283464567,44.0111731843575,-2997
-125.940551181102,44.0111731843575,-2998
-125.923818897638,44.0111731843575,-3000
-125.907086614173,44.0111731843575,-3000
-125.890354330709,44.0111731843575,-3000
-125.873622047244,44.0111731843575,-2999
-125.85688976378,44.0111731843575,-3001
-125.840157480315,44.0111731843575,-3004
-125.82342519685,44.0111731843575,-3007
-125.806692913386,44.0111731843575,-3009
-125.789960629921,44.0111731843575,-3012
-125.773228346457,44.0111731843575,-3017
-125.756496062992,44.0111731843575,-3021
-125.739763779528,44.0111731843575,-3025
-125.723031496063,44.0111731843575,-3026
-125.706299212598,44.0111731843575,-3028
-125.689566929134,44.0111731843575,-3041
-125.672834645669,44.0111731843575,-3043
-125.656102362205,44.0111731843575,-3042
-125.63937007874,44.0111731843575,-3031
-125.622637795276,44.0111731843575,-3032
-125.605905511811,44.0111731843575,-3034
-125.589173228346,44.0111731843575,-3035
-125.572440944882,44.0111731843575,-3036
-125.555708661417,44.0111731843575,-3038
-125.538976377953,44.0111731843575,-3030
-125.522244094488,44.0111731843575,-3027
-125.505511811024,44.0111731843575,-3027
-125.488779527559,44.0111731843575,-3026
-125.472047244094,44.0111731843575,-3024
-125.45531496063,44.0111731843575,-3005
-125.438582677165,44.0111731843575,-3011
-125.421850393701,44.0111731843575,-3005
-125.405118110236,44.0111731843575,-3005
-125.388385826772,44.0111731843575,-3001
-125.371653543307,44.0111731843575,-2968
-125.354921259843,44.0111731843575,-2967
-125.338188976378,44.0111731843575,-2972
-125.321456692913,44.0111731843575,-2953
-125.304724409449,44.0111731843575,-2907
-125.287992125984,44.0111731843575,-2686
-125.27125984252,44.0111731843575,-2354
-125.254527559055,44.0111731843575,-2137
-125.237795275591,44.0111731843575,-2018
-125.221062992126,44.0111731843575,-1884
-125.204330708661,44.0111731843575,-1720
-125.187598425197,44.0111731843575,-1691
-125.170866141732,44.0111731843575,-1587
-125.154133858268,44.0111731843575,-1532
-125.137401574803,44.0111731843575,-1473
-125.120669291339,44.0111731843575,-1455
-125.103937007874,44.0111731843575,-1423
-125.087204724409,44.0111731843575,-1401
-125.070472440945,44.0111731843575,-1380
-125.05374015748,44.0111731843575,-1331
-125.037007874016,44.0111731843575,-1284
-125.020275590551,44.0111731843575,-1031
-125.003543307087,44.0111731843575,-939
-124.986811023622,44.0111731843575,-819
-124.970078740157,44.0111731843575,-484
-124.953346456693,44.0111731843575,-240
-124.936614173228,44.0111731843575,-181
-124.919881889764,44.0111731843575,-131
-124.903149606299,44.0111731843575,-92
-124.886417322835,44.0111731843575,-86
-124.86968503937,44.0111731843575,-87
-124.852952755906,44.0111731843575,-99
-124.836220472441,44.0111731843575,-105
-124.819488188976,44.0111731843575,-107
-124.802755905512,44.0111731843575,-112
-124.786023622047,44.0111731843575,-126
-124.769291338583,44.0111731843575,-130
-124.752559055118,44.0111731843575,-126
-124.735826771654,44.0111731843575,-125
-124.719094488189,44.0111731843575,-119
-124.702362204724,44.0111731843575,-116
-124.68562992126,44.0111731843575,-128
-124.668897637795,44.0111731843575,-138
-124.652165354331,44.0111731843575,-147
-124.635433070866,44.0111731843575,-149
-124.618700787402,44.0111731843575,-150
-124.601968503937,44.0111731843575,-151
-124.585236220472,44.0111731843575,-149
-124.568503937008,44.0111731843575,-146
-124.551771653543,44.0111731843575,-142
-124.535039370079,44.0111731843575,-140
-124.518307086614,44.0111731843575,-137
-124.50157480315,44.0111731843575,-134
-124.484842519685,44.0111731843575,-128
-124.46811023622,44.0111731843575,-124
-124.451377952756,44.0111731843575,-123
-124.434645669291,44.0111731843575,-123
-124.417913385827,44.0111731843575,-121
-124.401181102362,44.0111731843575,-119
-124.384448818898,44.0111731843575,-116
-124.367716535433,44.0111731843575,-114
-124.350984251968,44.0111731843575,-108
-124.334251968504,44.0111731843575,-104
-124.317519685039,44.0111731843575,-99
-124.300787401575,44.0111731843575,-91
-124.28405511811,44.0111731843575,-84
-124.267322834646,44.0111731843575,-80
-124.250590551181,44.0111731843575,-75
-124.233858267717,44.0111731843575,-68
-124.217125984252,44.0111731843575,-57
-124.200393700787,44.0111731843575,-52
-124.183661417323,44.0111731843575,-40
-124.166929133858,44.0111731843575,-29
-124.150196850394,44.0111731843575,-7
-124.133464566929,44.0111731843575,0
-124.116732283465,44.0111731843575,13
-124.1,44.0111731843575,25
-124.083267716535,44.0111731843575,48
-124.066535433071,44.0111731843575,33
-124.049803149606,44.0111731843575,79
-124.033070866142,44.0111731843575,111
-124.016338582677,44.0111731843575,42
-123.999606299213,44.0111731843575,30
-123.982874015748,44.0111731843575,62
-123.966141732283,44.0111731843575,165
-123.949409448819,44.0111731843575,138
-123.932677165354,44.0111731843575,180
-123.91594488189,44.0111731843575,198
-123.899212598425,44.0111731843575,-5
-123.882480314961,44.0111731843575,184
-123.865748031496,44.0111731843575,215
-123.849015748031,44.0111731843575,134
-123.832283464567,44.0111731843575,161
-123.815551181102,44.0111731843575,270
-123.798818897638,44.0111731843575,226
-123.782086614173,44.0111731843575,165
-123.765354330709,44.0111731843575,257
-123.748622047244,44.0111731843575,251
-123.73188976378,44.0111731843575,219
-123.715157480315,44.0111731843575,210
-123.69842519685,44.0111731843575,187
-123.681692913386,44.0111731843575,192
-123.664960629921,44.0111731843575,154
-123.648228346457,44.0111731843575,180
-123.631496062992,44.0111731843575,192
-123.614763779528,44.0111731843575,191
-123.598031496063,44.0111731843575,211
-123.581299212598,44.0111731843575,255
-123.564566929134,44.0111731843575,250
-123.547834645669,44.0111731843575,318
-123.531102362205,44.0111731843575,349
-123.51437007874,44.0111731843575,341
-123.497637795276,44.0111731843575,329
-123.480905511811,44.0111731843575,259
-123.464173228346,44.0111731843575,300
-123.447440944882,44.0111731843575,337
-123.430708661417,44.0111731843575,305
-123.413976377953,44.0111731843575,254
-123.397244094488,44.0111731843575,199
-123.380511811024,44.0111731843575,175
-123.363779527559,44.0111731843575,196
-123.347047244094,44.0111731843575,206
-123.33031496063,44.0111731843575,213
-123.313582677165,44.0111731843575,188
-123.296850393701,44.0111731843575,148
-123.280118110236,44.0111731843575,146
-123.263385826772,44.0111731843575,156
-123.246653543307,44.0111731843575,150
-123.229921259843,44.0111731843575,140
-123.213188976378,44.0111731843575,148
-123.196456692913,44.0111731843575,160
-123.179724409449,44.0111731843575,189
-123.162992125984,44.0111731843575,208
-123.14625984252,44.0111731843575,205
-123.129527559055,44.0111731843575,256
-123.112795275591,44.0111731843575,324
-123.096062992126,44.0111731843575,281
-123.079330708661,44.0111731843575,201
-123.062598425197,44.0111731843575,239
-123.045866141732,44.0111731843575,231
-123.029133858268,44.0111731843575,211
-123.012401574803,44.0111731843575,168
-122.995669291339,44.0111731843575,145
-122.978937007874,44.0111731843575,154
-122.962204724409,44.0111731843575,284
-122.945472440945,44.0111731843575,241
-122.92874015748,44.0111731843575,160
-122.912007874016,44.0111731843575,166
-122.895275590551,44.0111731843575,187
-122.878543307087,44.0111731843575,261
-122.861811023622,44.0111731843575,301
-122.845078740157,44.0111731843575,333
-122.828346456693,44.0111731843575,375
-122.811614173228,44.0111731843575,451
-122.794881889764,44.0111731843575,406
-122.778149606299,44.0111731843575,441
-122.761417322835,44.0111731843575,540
-122.74468503937,44.0111731843575,594
-122.727952755906,44.0111731843575,559
-122.711220472441,44.0111731843575,444
-122.694488188976,44.0111731843575,372
-122.677755905512,44.0111731843575,391
-122.661023622047,44.0111731843575,482
-122.644291338583,44.0111731843575,580
-122.627559055118,44.0111731843575,608
-122.610826771654,44.0111731843575,651
-122.594094488189,44.0111731843575,645
-122.577362204724,44.0111731843575,712
-122.56062992126,44.0111731843575,731
-122.543897637795,44.0111731843575,659
-122.527165354331,44.0111731843575,685
-122.510433070866,44.0111731843575,720
-122.493700787402,44.0111731843575,558
-122.476968503937,44.0111731843575,742
-122.460236220472,44.0111731843575,640
-122.443503937008,44.0111731843575,621
-122.426771653543,44.0111731843575,705
-122.410039370079,44.0111731843575,885
-122.393307086614,44.0111731843575,834
-122.37657480315,44.0111731843575,746
-122.359842519685,44.0111731843575,689
-122.34311023622,44.0111731843575,796
-122.326377952756,44.0111731843575,879
-122.309645669291,44.0111731843575,1088
-122.292913385827,44.0111731843575,1152
-122.276181102362,44.0111731843575,1318
-122.259448818898,44.0111731843575,1260
-122.242716535433,44.0111731843575,1461
-122.225984251968,44.0111731843575,1223
-122.209251968504,44.0111731843575,1293
-122.192519685039,44.0111731843575,1063
-122.175787401575,44.0111731843575,747
-122.15905511811,44.0111731843575,864
-122.142322834646,44.0111731843575,1215
-122.125590551181,44.0111731843575,1301
-122.108858267717,44.0111731843575,1408
-122.092125984252,44.0111731843575,1479
-122.075393700787,44.0111731843575,1325
-122.058661417323,44.0111731843575,1287
-122.041929133858,44.0111731843575,1383
-122.025196850394,44.0111731843575,1455
-122.008464566929,44.0111731843575,1496
-121.991732283465,44.0111731843575,1438
-121.975,44.0111731843575,1388
-126.225,43.9944134078212,-2980
-126.208267716535,43.9944134078212,-2988
-126.191535433071,43.9944134078212,-2997
-126.174803149606,43.9944134078212,-3003
-126.158070866142,43.9944134078212,-3004
-126.141338582677,43.9944134078212,-2998
-126.124606299213,43.9944134078212,-2994
-126.107874015748,43.9944134078212,-2990
-126.091141732283,43.9944134078212,-2990
-126.074409448819,43.9944134078212,-2990
-126.057677165354,43.9944134078212,-2992
-126.04094488189,43.9944134078212,-2994
-126.024212598425,43.9944134078212,-2996
-126.007480314961,43.9944134078212,-2997
-125.990748031496,43.9944134078212,-2997
-125.974015748031,43.9944134078212,-2998
-125.957283464567,43.9944134078212,-3000
-125.940551181102,43.9944134078212,-3000
-125.923818897638,43.9944134078212,-3001
-125.907086614173,43.9944134078212,-3002
-125.890354330709,43.9944134078212,-3004
-125.873622047244,43.9944134078212,-3001
-125.85688976378,43.9944134078212,-3002
-125.840157480315,43.9944134078212,-3005
-125.82342519685,43.9944134078212,-3009
-125.806692913386,43.9944134078212,-3013
-125.789960629921,43.9944134078212,-3014
-125.773228346457,43.9944134078212,-3016
-125.756496062992,43.9944134078212,-3019
-125.739763779528,43.9944134078212,-3025
-125.723031496063,43.9944134078212,-3029
-125.706299212598,43.9944134078212,-3031
-125.689566929134,43.9944134078212,-3036
-125.672834645669,43.9944134078212,-3043
-125.656102362205,43.9944134078212,-3044
-125.63937007874,43.9944134078212,-3041
-125.622637795276,43.9944134078212,-3037
-125.605905511811,43.9944134078212,-3040
-125.589173228346,43.9944134078212,-3040
-125.572440944882,43.9944134078212,-3041
-125.555708661417,43.9944134078212,-3041
-125.538976377953,43.9944134078212,-3034
-125.522244094488,43.9944134078212,-3030
-125.505511811024,43.9944134078212,-3031
-125.488779527559,43.9944134078212,-3033
-125.472047244094,43.9944134078212,-3026
-125.45531496063,43.9944134078212,-2959
-125.438582677165,43.9944134078212,-2782
-125.421850393701,43.9944134078212,-2858
-125.405118110236,43.9944134078212,-2863
-125.388385826772,43.9944134078212,-2871
-125.371653543307,43.9944134078212,-2948
-125.354921259843,43.9944134078212,-2932
-125.338188976378,43.9944134078212,-2941
-125.321456692913,43.9944134078212,-2944
-125.304724409449,43.9944134078212,-2925
-125.287992125984,43.9944134078212,-2703
-125.27125984252,43.9944134078212,-2557
-125.254527559055,43.9944134078212,-2248
-125.237795275591,43.9944134078212,-1983
-125.221062992126,43.9944134078212,-1940
-125.204330708661,43.9944134078212,-1835
-125.187598425197,43.9944134078212,-1572
-125.170866141732,43.9944134078212,-1532
-125.154133858268,43.9944134078212,-1499
-125.137401574803,43.9944134078212,-1497
-125.120669291339,43.9944134078212,-1504
-125.103937007874,43.9944134078212,-1468
-125.087204724409,43.9944134078212,-1417
-125.070472440945,43.9944134078212,-1368
-125.05374015748,43.9944134078212,-1335
-125.037007874016,43.9944134078212,-1300
-125.020275590551,43.9944134078212,-1060
-125.003543307087,43.9944134078212,-843
-124.986811023622,43.9944134078212,-770
-124.970078740157,43.9944134078212,-433
-124.953346456693,43.9944134078212,-201
-124.936614173228,43.9944134078212,-155
-124.919881889764,43.9944134078212,-127
-124.903149606299,43.9944134078212,-83
-124.886417322835,43.9944134078212,-86
-124.86968503937,43.9944134078212,-102
-124.852952755906,43.9944134078212,-109
-124.836220472441,43.9944134078212,-115
-124.819488188976,43.9944134078212,-115
-124.802755905512,43.9944134078212,-120
-124.786023622047,43.9944134078212,-126
-124.769291338583,43.9944134078212,-138
-124.752559055118,43.9944134078212,-132
-124.735826771654,43.9944134078212,-130
-124.719094488189,43.9944134078212,-128
-124.702362204724,43.9944134078212,-124
-124.68562992126,43.9944134078212,-123
-124.668897637795,43.9944134078212,-144
-124.652165354331,43.9944134078212,-147
-124.635433070866,43.9944134078212,-153
-124.618700787402,43.9944134078212,-159
-124.601968503937,43.9944134078212,-160
-124.585236220472,43.9944134078212,-159
-124.568503937008,43.9944134078212,-149
-124.551771653543,43.9944134078212,-145
-124.535039370079,43.9944134078212,-143
-124.518307086614,43.9944134078212,-138
-124.50157480315,43.9944134078212,-135
-124.484842519685,43.9944134078212,-129
-124.46811023622,43.9944134078212,-125
-124.451377952756,43.9944134078212,-124
-124.434645669291,43.9944134078212,-124
-124.417913385827,43.9944134078212,-120
-124.401181102362,43.9944134078212,-117
-124.384448818898,43.9944134078212,-115
-124.367716535433,43.9944134078212,-112
-124.350984251968,43.9944134078212,-109
-124.334251968504,43.9944134078212,-104
-124.317519685039,43.9944134078212,-100
-124.300787401575,43.9944134078212,-95
-124.28405511811,43.9944134078212,-87
-124.267322834646,43.9944134078212,-80
-124.250590551181,43.9944134078212,-76
-124.233858267717,43.9944134078212,-68
-124.217125984252,43.9944134078212,-60
-124.200393700787,43.9944134078212,-51
-124.183661417323,43.9944134078212,-41
-124.166929133858,43.9944134078212,-25
-124.150196850394,43.9944134078212,-5
-124.133464566929,43.9944134078212,0
-124.116732283465,43.9944134078212,3
-124.1,43.9944134078212,15
